GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
09,040,09,,,,,,Connecticut,3574097,1487891,3405565,1385975,3574097,3405565,2772410,2780355,362296,309843,11256,9639,135565,82313,1428,1366,198466,147201,92676,74848
