GEOID,SUMLEV,STATE,COUNTY,CBSA,CSA,NECTA,CNECTA,NAME,POP100,HU100,POP100.2000,HU100.2000,P003001,P003001.2000,P003002,P003002.2000,P003003,P003003.2000,P003004,P003004.2000,P003005,P003005.2000,P003006,P003006.2000,P003007,P003007.2000,P003008,P003008.2000
02,040,02,,,,,,Alaska,710231,306967,626932,260978,710231,626932,473576,434534,23263,21787,104871,98043,38135,25116,7409,3309,11102,9997,51875,34146
